,Year,Age,Gender,City,Position,Years of experience,Current level,Current Salary,Main language at work,Company size,Company type
846,2019,34.0,Male,Frankfurt,Data Engineer,4,Middle,90000.0,Deutsch,10-50,Product
847,2019,45.0,Male,Munich,Backend Developer,19,Senior,73000.0,Deutsch,100-1000,Product
848,2019,31.0,Female,Berlin,Backend Developer,5,Senior,75000.0,English,100-1000,Product
849,2019,32.0,Male,Frankfurt,Machine Learning Engineer,2,Middle,68000.0,Deutsch,1000+,Consulting / Agency
850,2019,32.0,Male,Berlin,Fullstack Developer,10,Senior,75000.0,English,10-50,Startup
851,2019,32.41284403669725,Male,Munich,Fullstack Developer,9,Senior,61000.0,Deutsch,100-1000,Consulting / Agency
852,2019,29.0,Male,Rotterdam,Data Scientist,1,Middle,42000.0,English,10-50,Consulting / Agency
853,2019,41.0,Male,Berlin,Data Engineer,25,Senior,72000.0,English,50-100,Startup
854,2019,36.0,Male,Antwerpen,Manager,15,Middle,36000.0,English,100-1000,Bodyshop / Outsource
855,2019,42.0,Male,Tallinn,Backend Developer,19,Senior,58000.0,English,100-1000,Product
856,2019,41.0,Male,Amsterdam,Backend Developer,17,Senior,75000.0,English,100-1000,Startup
857,2019,33.0,Male,Berlin,Backend Developer,11,Senior,75000.0,English,100-1000,Product
858,2019,38.0,Male,Berlin,Mobile Developer,11,Senior,78000.0,English,50-100,Startup
859,2019,33.0,Female,Munich,Data Scientist,3,Junior,60000.0,Deutsch,1000+,Product
860,2019,35.0,Male,Munich,Embedded Developer,13,Senior,78000.0,English,50-100,Consulting / Agency
861,2019,30.0,Male,Berlin,Support,2,Middle,55000.0,English,100-1000,Product
862,2019,41.0,Female,Munich,Manager,18,Senior,109000.0,Deutsch,1000+,Product
863,2019,30.0,Male,Berlin,Backend Developer,10,Senior,78000.0,English,100-1000,Product
864,2019,33.0,Male,Munich,Software Engineer,15,Senior,69000.0,English,100-1000,Product
865,2019,32.41284403669725,Male,Düsseldorf,SRE,7,Senior,56000.0,English,1000+,Product
866,2019,27.0,Male,Berlin,Fullstack Developer,11,Senior,78000.0,English,1000+,Startup
867,2019,28.0,Male,Munich,Data Scientist,2,Junior,52000.0,Deutsch,10-50,Consulting / Agency
868,2019,28.0,Male,Berlin,Data Scientist,2,Junior,75000.0,English,10-50,Startup
869,2019,28.0,Male,Amsterdam,QA,6,Senior,70000.0,English,100-1000,Product
870,2019,29.0,Male,Amsterdam,Backend Developer,9,Middle,70000.0,English,100-1000,Product
871,2019,22.0,Male,Kyiv,Data Scientist,1,Junior,21600.0,Ukrainian,50-100,Product
872,2019,26.0,Male,Munich,Backend Developer,6,Middle,62000.0,Deutsch,50-100,Consulting / Agency
873,2019,40.0,Male,Munich,Software Architect,22,Senior,95000.0,Deutsch,100-1000,Product
874,2019,34.0,Male,Munich,Backend Developer,15,Senior,86000.0,English,1000+,Product
875,2019,25.0,Female,Berlin,Fullstack Developer,6,Senior,54000.0,English,100-1000,Product
876,2019,29.0,Female,Berlin,Backend Developer,3,Middle,49000.0,English,100-1000,Product
877,2019,40.0,Male,Nuremberg,Backend Developer,1,Junior,48000.0,English,50-100,Startup
878,2019,33.0,Male,Munich,Backend Developer,12,Senior,65000.0,English,50-100,Product
879,2019,32.0,Male,Amsterdam,Backend Developer,5,Middle,53000.0,English,50-100,Product
880,2019,33.0,Female,Berlin,Backend Developer,6,Senior,62000.0,English,100-1000,Product
881,2019,32.41284403669725,Male,Berlin,Backend Developer,5,Middle,60000.0,English,1000+,Product
882,2019,40.0,Male,Munich,Manager,16,Senior,120000.0,English,100-1000,Product
883,2019,23.0,Male,Berlin,Backend Developer,4,Middle,58000.0,English,100-1000,Startup
884,2019,28.0,Male,Koblenz,Frontend Developer,2,Junior,48000.0,Deutsch,1000+,Product
885,2019,28.0,Male,Würzburg ,Fullstack Developer,6,Middle,72000.0,Deutsch,10-50,Startup
886,2019,29.0,Male,Berlin,QA,5,Middle,59000.0,English,1000+,Startup
887,2019,28.0,Male,Berlin,Backend Developer,7,Senior,73000.0,English,1000+,Product
888,2019,30.0,Female,Amsterdam,Manager,8,Senior,65000.0,English,1000+,Bodyshop / Outsource
889,2019,25.0,Male,Amsterdam,Backend Developer & Team Lead,7,Middle,89000.0,English,1000+,Product
890,2019,39.0,Male,Amsterdam,Mobile Developer,15,Senior,65000.0,English,50-100,Product
891,2019,33.0,Male,Munich,DevOps,10,Senior,88000.0,English,1000+,Product
892,2019,43.0,Male,Hamburg,support,20,Middle,60000.0,English,100-1000,Startup
893,2019,28.0,Male,Amsterdam,QA,2,Middle,45000.0,English,50-100,Product
894,2019,30.0,Male,Amsterdam,Frontend Developer,12,Senior,77700.0,English,100-1000,Startup
895,2019,37.0,Male,Amsterdam,DevOps,15,Senior,80000.0,English,1000+,Product
896,2019,35.0,Male,Berlin,SRE,13,Senior,85000.0,English,50-100,Product
897,2019,30.0,Male,Zurich,SRE,6,Middle,150000.0,English,1000+,Product
898,2019,35.0,Male,Amsterdam,Backend Developer,15,Senior,82500.0,English,up to 10,Product
899,2019,30.0,Male,Bremen,Backend Developer,2,Junior,52000.0,Deutsch,10-50,Product
900,2019,31.0,Male,Munich,Mobile Developer,5,Senior,60000.0,English,50-100,Product
901,2019,33.0,Male,Munich,Backend Developer,2,Junior,50000.0,English,1000+,Product
902,2019,24.0,Male,Amsterdam,Data Engineer,5,Senior,65000.0,English,100-1000,Bodyshop / Outsource
903,2019,36.0,Male,Berlin,Backend Developer,15,Senior,62000.0,English,100-1000,Product
904,2019,29.0,Male,Berlin,Frontend Developer,3,Middle,70000.0,English,100-1000,Product
905,2019,30.0,Male,Amsterdam,Mobile Developer,6,Senior,81000.0,English,1000+,Product
906,2019,26.0,Male,Amsterdam,Data Engineer,1,Junior,52000.0,English,10-50,Consulting / Agency
907,2019,31.0,Male,Berlin,DevOps Manager,8,Senior,85000.0,English,50-100,Startup
908,2019,27.0,Male,Hamburg,Backend Developer,3,Middle,57000.0,English,100-1000,Product
909,2019,28.0,Male,Lausanne,Researcher,7,Junior,50800.0,English,100-1000,University
910,2019,26.0,Male,Hamburg,Frontend Developer,5,Middle,41160.0,English,100-1000,Product
911,2019,24.0,Male,Saint Petersburg,Fullstack Developer,5,Middle,34000.0,Russian,100-1000,Bodyshop / Outsource
912,2019,32.41284403669725,Male,Berlin,Backend Developer,8,Middle,55000.0,Deutsch,50-100,Product
913,2019,40.0,Male,Berlin,Backend Developer,6,Middle,55000.0,English,1000+,Product
914,2019,30.0,Male,Berlin,Mobile Developer,8,Senior,55000.0,English,100-1000,Product
915,2019,30.0,Male,Amsterdam,SRE,8,Senior,107685.0,English,1000+,Product
916,2019,25.0,Male,Berlin,Backend Developer,6,Lead,75000.0,English,100-1000,Product
917,2019,32.41284403669725,Male,Berlin,Mobile Developer,7,Senior,60000.0,English,50-100,Product
918,2019,42.0,Male,Berlin,DevOps,18,Senior,72000.0,English,50-100,Product
919,2019,45.0,Male,Berlin,Fullstack Developer,25,Senior,70000.0,Deutsch,50-100,Product
920,2019,39.0,Male,Berlin,Solution Architect,10,Senior,82000.0,English,1000+,Product
921,2019,26.0,Male,Berlin,Fullstack Developer,4,Middle,75000.0,English,100-1000,Startup
922,2019,30.0,Male,Berlin,SRE,11,Senior,88000.0,English,1000+,Product
923,2019,35.0,Male,Munich,Frontend Developer,2,Middle,60000.0,English,10-50,Consulting / Agency
924,2019,27.0,Male,Heidelberg,Fullstack Developer,1,Junior,45600.0,English,1000+,University
925,2019,31.0,Male,Berlin,Fullstack Developer,10,Middle,65000.0,English,100-1000,Product
926,2019,36.0,Male,Munich,Tech Lead,10,Senior,93000.0,English,100-1000,Startup
927,2019,45.0,Male,Munich,Scrum Master,4,Senior,70000.0,English,100-1000,Product
928,2019,32.0,Male,Berlin,Backend Developer,10,Senior,78000.0,English,100-1000,Startup
929,2019,37.0,Male,Stockholm,Database Developer (DBA),15,Senior,60000.0,English,50-100,Product
930,2019,32.41284403669725,Male,Berlin,Manager,12,Senior,70000.0,English,100-1000,Startup
931,2019,32.41284403669725,Female,Berlin,Backend Developer,7,Middle,81000.0,English,1000+,Product
932,2019,28.0,Male,Berlin,Data Analyst,3,Middle,62000.0,English,100-1000,Product
933,2019,31.0,Male,Düsseldorf,Business Analyst,5,Middle,55000.0,English,1000+,Consulting / Agency
934,2019,34.0,Female,Berlin,Backend Developer,5,Middle,60000.0,English,100-1000,Product
935,2019,24.0,Male,Berlin,Backend Developer,3,Middle,50000.0,English,100-1000,Startup
936,2019,45.0,Male,Munich,Data Engineer,18,Senior,86700.0,English,1000+,Product
937,2019,37.0,Male,Berlin,Backend Developer,17,Lead,75000.0,English,1000+,Product
938,2019,35.0,Female,Berlin,QA,3,Middle,40000.0,English,100-1000,Product
939,2019,28.0,Female,Berlin,Mobile Developer,7,Senior,65000.0,English,100-1000,Product
940,2019,21.0,Male,Nizhny Novgorod ,Mobile Developer,1,Junior,6000.0,Russian,50-100,Outsource
941,2019,33.0,Male,Berlin,Fullstack Developer,10,Senior,89000.0,English,50-100,Product
942,2019,32.0,Female,Stuttgart,Manager,3,Middle,51000.0,English,10-50,Product
943,2019,27.0,Male,Berlin,Backend Developer,8,Senior,82000.0,English,50-100,Startup
944,2019,32.0,Female,Berlin,Backend Developer,3,Middle,54000.0,English,100-1000,Product
945,2019,32.0,Male,Berlin,Data Scientist,10,Senior,110000.0,English,1000+,Product
946,2019,26.0,Male,Kyiv,Mobile Developer,5,Senior,34000.0,English,50-100,Product
947,2019,29.0,Female,Berlin,Backend Developer,6,Middle,52000.0,English,100-1000,Product
948,2019,24.0,Male,Munich,Platform Engineer,10,Senior,210000.0,English,1000+,Product
949,2019,33.0,Male,Amsterdam,Manager,8,Middle,75000.0,English,1000+,Product
950,2019,44.0,Male,Munich,DevOps,22,Senior,101000.0,English,1000+,Product
951,2019,28.0,Male,Moscow,Fullstack Developer,6,Lead,27977.0,Russian,100-1000,Product
952,2019,21.0,Male,Saint-Petersburg ,Backend Developer,1,Middle,15600.0,Russian,1000+,Bodyshop / Outsource
953,2019,25.0,Male,Amsterdam,Backend Developer,6,Senior,75000.0,English,100-1000,Product
954,2019,33.0,Male,Rotterdam,QA,11,Senior,70000.0,English,100-1000,Product
955,2019,30.0,Male,Minsk,QA,9,Senior,50000.0,Russian,100-1000,Product
956,2019,37.0,Male,Frankfurt,Embedded Developer,2,Junior,45000.0,English,100-1000,Product
957,2019,32.0,Male,Munich,Business Analyst,9,Senior,70000.0,English,100-1000,Product
958,2019,31.0,Male,Hamburg,Backend Developer,11,Middle,65000.0,Deutsch,100-1000,Product
959,2019,38.0,Male,Amsterdam,DevOps,5,Senior,100000.0,English,100-1000,Product
961,2019,50.0,Male,Frankfurt,Manager,28,Senior,110000.0,English,1000+,Consulting / Agency
962,2019,50.0,Male,Frankfurt,Manager,28,Senior,110000.0,English,1000+,Consulting / Agency
963,2019,33.0,Male,Amsterdam,Fullstack Developer,4,Middle,62000.0,English,100-1000,Product
964,2019,36.0,Male,Munich,DevOps,4,Middle,60000.0,English,10-50,Product
965,2019,28.0,Male,Munich,Frontend Developer,10,Senior,95000.0,English,1000+,Product
966,2019,33.0,Male,Amsterdam,Researcher,8,Middle,50000.0,English,1000+,University
967,2019,44.0,Female,Munich,SAP Consultant,6,Middle,68000.0,Deutsch,10-50,Consulting / Agency
968,2019,35.0,Male,Nuremberg,Fullstack Developer,9,Middle,66000.0,Deutsch,50-100,Consulting / Agency
969,2019,35.0,Male,Amsterdam,DevOps,12,Senior,67800.0,English,50-100,Consulting / Agency
970,2019,36.0,Male,Berlin,Mobile Developer,14,Senior,83000.0,English,100-1000,Product
971,2019,32.41284403669725,Male,Berlin,Backend Developer,7,Senior,70000.0,Deutsch,100-1000,Consulting / Agency
972,2019,34.0,Male,Cologne,Desktop,13,Senior,70000.0,English,50-100,Product
973,2019,29.0,Male,Berlin,QA,7,Middle,42000.0,English,100-1000,Consulting / Agency
974,2019,33.0,Female,Berlin,Business Analyst,1,Junior,32000.0,English,1000+,Startup
976,2019,37.0,Male,Utrecht,Product manager,17,Middle,71000.0,English,100-1000,Product
977,2019,26.0,Female,Amsterdam,Backend Developer,4,Middle,52800.0,English,1000+,Bank
978,2019,33.0,Male,Amsterdam,Frontend Developer,10,Senior,87000.0,English,1000+,Product
979,2019,28.0,Male,Moscow,Frontend Developer,5,Lead,54000.0,Russian,100-1000,Product
980,2019,27.0,Male,Berlin,Data Scientist,5,Senior,73300.0,English,1000+,Consulting / Agency
981,2019,30.0,Male,Amsterdam,Data Engineer,14,Senior,100000.0,English,1000+,Startup
982,2019,46.0,Male,Munich,SRE,20,Lead,70000.0,English,1000+,Product
983,2019,41.0,Male,Munich,Backend Developer,19,Senior,73200.0,English,1000+,Product
984,2019,41.0,Male,Kiev,Backend Developer,19,Senior,45000.0,Russian,50-100,Product
985,2019,32.0,Female,Amsterdam,Business Analyst,7,Senior,74900.0,English,1000+,Product
986,2019,30.0,Male,Amsterdam,Backend Developer,10,Senior,71000.0,English,1000+,Product
987,2019,28.0,Male,Amsterdam,Security Engineer,7,Senior,72000.0,English,1000+,Bank
988,2019,42.0,Male,Munich,Manager,9,Senior,68000.0,English,1000+,Product
989,2019,33.0,Male,Berlin,Software Architect,15,Senior,100000.0,English,1000+,Product
990,2019,32.0,Male,Frankfurt,Fullstack Developer,5,Middle,63000.0,Deutsch,1000+,Consulting / Agency
0,2020,26.0,Male,Munich,Software Engineer,5,Senior,80000.0,English,51-100,Product
1,2020,26.0,Male,Berlin,Backend Developer,7,Senior,80000.0,English,101-1000,Product
2,2020,29.0,Male,Berlin,Software Engineer,12,Lead,120000.0,English,101-1000,Product
3,2020,28.0,Male,Berlin,Frontend Developer,4,Junior,54000.0,English,51-100,Startup
4,2020,37.0,Male,Berlin,Backend Developer,17,Senior,62000.0,English,101-1000,Product
5,2020,32.0,Male,Berlin,DevOps,5,Senior,76000.0,English,11-50,Startup
6,2020,37.0,Male,Berlin,Frontend Developer,6,Middle,57000.0,English,11-50,Product
7,2020,24.0,Male,Berlin,Frontend Developer,5,Senior,65000.0,English,1000+,Product
8,2020,29.0,Male,Berlin,Backend Developer,8,Senior,56000.0,English,101-1000,Product
9,2020,35.0,Male,Berlin,Software Engineer,15,Lead,95000.0,English,101-1000,Product
10,2020,32.0,Female,Hamburg,Data Engineer,2,Junior,52500.0,German,101-1000,Consulting / Agency
11,2020,32.5139802631579,Male,Berlin,Software Engineer,25,Senior,100000.0,English,11-50,Product
12,2020,32.5139802631579,M,Berlin,Software Engineer,,Lead,90000.0,English,1000+,
13,2020,34.0,Male,Berlin,Software Engineer,14,Senior,70000.0,English,11-50,Startup
14,2020,28.0,Male,Berlin,Designer (UI/UX),11,Senior,75000.0,English,1000+,Product
15,2020,31.0,Male,Wolfsburg,Backend Developer,5,Senior,75000.0,English,101-1000,Consulting / Agency
16,2020,29.0,Male,Hamburg,Backend Developer,7,Middle,60350.0,English,1000+,Product
17,2020,41.0,Male,Berlin,Product Manager,18,Senior,78000.0,English,51-100,Startup
18,2020,27.0,Male,Berlin,Backend Developer,8,Senior,60000.0,English,1000+,Product
19,2020,34.0,Male,Berlin,Mobile Developer,11,Lead,80000.0,English,101-1000,Product
20,2020,34.0,Male,Berlin,DevOps,13,Senior,103000.0,English,1000+,Product
21,2020,34.0,Male,Berlin,Software Architect,15,Lead,100000.0,English,1000+,Product
22,2020,25.0,Male,Berlin,Software Engineer,5,Senior,65000.0,German,1000+,Product
23,2020,59.0,Male,Berlin,Backend Developer,30,Senior,69000.0,German,101-1000,Product
24,2020,36.0,Male,Berlin,Software Engineer,17,Lead,70000.0,English,101-1000,Product
25,2020,38.0,Male,Berlin,Team Lead,18,Lead,80000.0,English,101-1000,Product
26,2020,24.0,Male,Berlin,DevOps,6,Senior,75000.0,English,101-1000,Product
27,2020,37.0,Male,Berlin,Test manager,6,Middle,47400.0,German,1000+,Media
28,2020,32.5139802631579,Male,Berlin,DevOps,14,Senior,67000.0,English,101-1000,Product
29,2020,40.0,Male,Berlin,Product Manager,13,Senior,70000.0,English,101-1000,Product
30,2020,29.0,Male,Berlin,Software Engineer,6,Lead,85000.0,English,101-1000,Product
31,2020,31.0,Male,Berlin,Backend Developer,5,Middle,65000.0,English,101-1000,Startup
32,2020,29.0,Female,Berlin,QA Engineer,7,Middle,45000.0,English,51-100,Startup
33,2020,39.0,Male,Berlin,Software Engineer,8,Senior,80000.0,English,51-100,Startup
34,2020,27.0,Male,Berlin,Software Engineer,8,Middle,63000.0,English,101-1000,Product
35,2020,33.0,Male,Berlin,Data Scientist,5,Lead,150000.0,English,1000+,Product
36,2020,28.0,Female,Berlin,Designer (UI/UX),7,Middle,45000.0,German,1000+,Product
37,2020,30.0,Male,Berlin,Software Engineer,8,Senior,80000.0,English,101-1000,Product
38,2020,28.0,Male,Berlin,Backend Developer,5,Senior,75000.0,English,101-1000,Startup
39,2020,38.0,Male,Berlin,DevOps,10,Senior,70000.0,English,51-100,Startup
40,2020,29.0,Male,Berlin,Frontend Developer,7,Senior,72000.0,English,1000+,Product
41,2020,49.0,Male,Berlin,Software Engineer,15,Senior,67000.0,German,1000+,Product
42,2020,32.0,Male,Berlin,Frontend Developer,10,Senior,105000.0,English,101-1000,Product
43,2020,33.0,Female,Berlin,Software Engineer,12,Senior,88000.0,English,1000+,Product
44,2020,30.0,Male,Berlin,Software Engineer,6,Senior,74000.0,English,1000+,Product
45,2020,48.0,Male,Berlin,Software Engineer,25,Senior,75000.0,English,101-1000,Product
46,2020,28.0,Female,Berlin,Designer (UI/UX),5,Senior,60000.0,English,1000+,Product
47,2020,32.0,Male,Berlin,Backend Developer,3,Middle,77000.0,English,101-1000,Product
48,2020,38.0,Female,Berlin,Backend Developer,12,Senior,70000.0,English,1000+,Product
49,2020,31.0,Male,Berlin,Software Engineer,7,Lead,76000.0,English,101-1000,Startup
50,2020,35.0,Male,Berlin,Backend Developer,10,Senior,75000.0,English,101-1000,Product
51,2020,28.0,Female,Berlin,Designer (UI/UX),7,Middle,45000.0,German,1000+,Product
52,2020,29.0,Female,Berlin,QA Engineer,8,Senior,60000.0,English,51-100,Startup
53,2020,32.0,Male,Berlin,Backend Developer,8,Senior,65000.0,English,11-50,Product
54,2020,44.0,Male,Berlin,Backend Developer,12,Senior,68000.0,English,11-50,Product
55,2020,32.5139802631579,Male,Berlin,Software Engineer,,Senior,75000.0,English,,
56,2020,35.0,Male,Munich,Software Engineer,11,Senior,65000.0,German,101-1000,Product
57,2020,33.0,Male,Munich,DevOps,15,Lead,90000.0,,101-1000,Product
58,2020,29.0,Male,Berlin,Software Engineer,5,Senior,75000.0,English,101-1000,Product
59,2020,66.0,Male,Munich,Software Engineer,40,Lead,70000.0,German,51-100,Product
60,2020,39.0,Female,Berlin,Software Engineer,10,Senior,70500.0,German,101-1000,Consulting / Agency
61,2020,28.0,Male,Munich,Backend Developer,5,Senior,72000.0,English,101-1000,Product
62,2020,34.0,Male,Munich,Frontend Developer,5,Senior,73500.0,English,11-50,Product
63,2020,34.0,Male,Munich,Software Engineer,13,Lead,72000.0,English,51-100,Product
64,2020,32.0,Male,Munich,Frontend Developer,7,Senior,62000.0,German,101-1000,Consulting / Agency
65,2020,38.0,Male,Stuttgart,Hardware Engineer,15,Lead,83000.0,English,1000+,Product
66,2020,32.0,Male,Berlin,Data Scientist,10,Head,110000.0,English,1000+,Consulting / Agency
67,2020,45.0,Male,Schleswig-Holstein,Software Engineer,26,Senior,93000.0,German,1000+,Product
69,2020,28.0,Male,Berlin,Software Engineer,3,Middle,55000.0,English,11-50,Startup
70,2020,29.0,Male,Konstanz area,Mobile Developer,6,Middle,53000.0,English,11-50,Startup
71,2020,36.0,Male,Munich,Backend Developer,15,Senior,55000.0,English,1000+,Product
72,2020,39.0,Male,Berlin,Software Engineer,10,Senior,75000.0,German,1000+,Consulting / Agency
73,2020,29.0,Male,Munich,Software Engineer,7,Senior,80000.0,English,1000+,Product
74,2020,31.0,Male,Berlin,Engineering Manager,11,Lead,80000.0,English,101-1000,Startup
75,2020,30.0,Male,Berlin,Backend Developer,5,Middle,55000.0,English,1000+,Product
76,2020,30.0,Male,Munich,DevOps,8,Middle,70200.0,English,1000+,Product
77,2020,33.0,Male,Frankfurt,Software Engineer,4,Middle,50000.0,English,11-50,Consulting / Agency
78,2020,27.0,Male,Berlin,Software Engineer,5,Senior,78000.0,English,1000+,Startup
79,2020,26.0,Female,Munich,Data Scientist,6,Middle,60000.0,English,1000+,Product
80,2020,26.0,Male,Berlin,Software Engineer,8,Lead,85000.0,English,1000+,Product
81,2020,31.0,Female,Berlin,Analytics engineer,6,Middle,60000.0,English,101-1000,Startup
82,2020,30.0,Male,Berlin,Software Engineer,10,Senior,72000.0,English,101-1000,Product
83,2020,38.0,Male,Berlin,Localization producer,17,Middle,68500.0,English,1000+,Product
84,2020,43.0,Male,Berlin,Mobile Developer,5,Senior,72000.0,English,1000+,Product
85,2020,33.0,Male,Berlin,Software Engineer,5,Middle,65000.0,English,101-1000,Product
86,2020,31.0,Male,Berlin,Software Engineer,9,Senior,60000.0,English,11-50,Startup
87,2020,32.0,Female,Berlin,QA Engineer,10,Senior,61000.0,English,101-1000,Product
88,2020,24.0,Male,Berlin,Data Scientist,4,Senior,73000.0,English,101-1000,Startup
89,2020,29.0,Male,Berlin,DevOps,7,Lead,78000.0,English,101-1000,Product
90,2020,29.0,Male,Berlin,Data Scientist,4,Senior,81000.0,English,101-1000,Product
91,2020,30.0,Male,Munich,Hardware Engineer,5,Senior,75000.0,English,101-1000,Product
92,2020,35.0,Female,Berlin,Reporting Engineer,3,Middle,55000.0,German,1000+,Product
93,2020,27.0,Female,Hamburg,Account Managet,6,Senior,50000.0,English,101-1000,Product
94,2020,32.0,Female,Berlin,Product Manager,8,No level,55000.0,German,11-50,Consulting / Agency
95,2020,33.0,Male,Munich,QA Engineer,5,Senior,60000.0,English,1000+,Product
96,2020,28.0,Male,Berlin,Software Engineer,8,Lead,80000.0,English,101-1000,Product
97,2020,31.0,Female,Munich,agile master ,14,Middle,80000.0,German,1000+,Product
98,2020,32.0,Male,Munich,Software Engineer,7,Senior,60000.0,English,51-100,Product
99,2020,30.0,Male,Berlin,Backend Developer,8,Senior,80000.0,English,1000+,Product
100,2020,26.0,Male,Munich,Backend Developer,7,Senior,78000.0,English,101-1000,Product
101,2020,31.0,Male,Munich,Software Engineer,10,Senior,68000.0,English,1000+,Product
102,2020,38.0,Female,Munich,QA Engineer,6,Middle,62000.0,English,1000+,Product
103,2020,37.0,Male,Berlin,Software Engineer,10,Senior,55000.0,English,11-50,Startup
104,2020,25.0,Male,Munich,Software Engineer,3,Middle,62000.0,English,101-1000,Product
105,2020,36.0,Male,Berlin,Frontend Developer,12,Senior,72000.0,English,up to 10,Startup
106,2020,27.0,Male,Munich,QA Engineer,5,Senior,58000.0,English,1000+,Product
107,2020,35.0,Male,Frankfurt,ML Engineer,12,Senior,120000.0,English,1000+,Product
108,2020,37.0,Male,Munich,Software Engineer,15,Senior,75000.0,German,101-1000,Product
109,2020,26.0,Male,Munich,Data Scientist,3,Middle,65000.0,English,101-1000,Product
110,2020,33.0,Male,Frankfurt,Solution Architect,6,Middle,85000.0,English,1000+,Product
111,2020,34.0,Male,Berlin,Frontend Developer,7,Senior,65000.0,English,up to 10,Startup
112,2020,33.0,Male,Berlin,Backend Developer,12,Lead,65000.0,English,101-1000,Product
113,2020,32.5139802631579,Male,Berlin,QA Engineer,6,Middle,50000.0,English,101-1000,Product
114,2020,29.0,Male,Berlin,Backend Developer,8,Senior,72000.0,English,101-1000,Startup
115,2020,24.0,Male,Munich,Software Engineer,5,Middle,79000.0,English,1000+,Product
116,2020,28.0,Female,Munich,QA Engineer,6,Middle,65000.0,English,1000+,Product
117,2020,30.0,Female,Berlin,Software Engineer,8,Senior,75000.0,English,101-1000,Product
118,2020,28.0,Male,Cologne,BI Consultant,8,Senior,60000.0,English,up to 10,Consulting / Agency
119,2020,31.0,Male,Munich,Backend Developer,11,Senior,80000.0,English,1000+,Product
120,2020,28.0,Male,Munich,Mobile Developer,5,Senior,57000.0,English,1000+,Product
121,2020,32.0,Female,Kempten,Fullstack Developer,10,Middle,49000.0,English and German,51-100,Product
122,2020,28.0,Male,Berlin,Software Engineer,6,Senior,65000.0,English,11-50,Startup
123,2020,26.0,Female,Munich,Data Scientist,3,Junior,70000.0,English,1000+,Product
124,2020,33.0,Male,Berlin,Mobile Developer,6,Middle,63000.0,English,101-1000,Product
125,2020,41.0,Male,Munich,Product Manager,18,Middle,72000.0,English,1000+,Product
126,2020,31.0,Male,Berlin,Software Engineer,9,Senior,60000.0,English,11-50,Startup
127,2020,30.0,Male,Munich,Frontend Developer,6,Senior,75000.0,English,51-100,Product
128,2020,31.0,Male,Berlin,Frontend Developer,8,Senior,70000.0,English,101-1000,Startup
129,2020,37.0,Male,Munich,Backend Developer,12,Senior,62000.0,English,101-1000,Product
130,2020,30.0,Male,Berlin,Software Engineer,10,Lead,78000.0,English,101-1000,Startup
132,2020,25.0,Male,Munich,Backend Developer,5,Senior,75000.0,English,101-1000,Product
133,2020,36.0,Male,Berlin,Backend Developer,19,Senior,69000.0,English,101-1000,Product
134,2020,40.0,Male,Berlin,Frontend Developer,7,Middle,54000.0,English,11-50,Product
135,2020,37.0,Male,Berlin,Product Manager,6,Middle,62000.0,German,101-1000,Product
136,2020,35.0,Male,Munich,Software Engineer,13,Senior,80000.0,English,101-1000,Product
137,2020,42.0,Male,Berlin,Software Engineer,20,Senior,80000.0,German,51-100,Product
138,2020,34.0,Male,Berlin,QA Engineer,10,Senior,75000.0,English,101-1000,Startup
139,2020,30.0,Male,Berlin,Backend Developer,6,Senior,75000.0,English,101-1000,Product
140,2020,35.0,Male,Berlin,Software Engineer,12,Senior,70000.0,English,1000+,Product
141,2020,34.0,Male,Munich,Cloud Architect,10,Senior,120000.0,English,1000+,Cloud
142,2020,35.0,Male,Berlin,Designer (UI/UX),10,Senior,70000.0,English,51-100,Product
143,2020,35.0,Male,Berlin,System Administrator,14,Middle,44000.0,English,101-1000,Startup
144,2020,28.0,Male,Hamburg,Software Engineer,7,Senior,80000.0,English,101-1000,Product
145,2020,26.0,Male,Münster,Data Scientist,5.5,Junior,48000.0,German,1000+,Product
146,2020,35.0,Male,Berlin,Frontend Developer,4,Middle,50000.0,English,101-1000,Product
147,2020,31.0,Female,Munich,QA Engineer,7,Senior,68000.0,English,1000+,Product
148,2020,35.0,Male,Frankfurt,Software Engineer,12,Senior,66000.0,German,51-100,Consulting / Agency
149,2020,28.0,Male,Berlin,Product Manager,3,Middle,51000.0,English,51-100,Product
150,2020,25.0,Male,Berlin,Backend Developer,4,Middle,60000.0,English,11-50,Startup
151,2020,42.0,Female,Berlin,QA Engineer,20,Middle,55000.0,English,1000+,Product
152,2020,30.0,Male,Berlin,Product Manager,7,Head,150000.0,English,1000+,Startup
153,2020,40.0,Female,Munich,Software Engineer,20,Middle,54000.0,German,101-1000,Behörde
154,2020,36.0,Female,Erlangen,Project Manager,14,Middle,62000.0,English,1000+,Product
155,2020,37.0,Male,Berlin,Software Engineer,8,Junior,60000.0,English,51-100,Product
156,2020,33.0,Male,Munich,Software Engineer,10,Senior,75000.0,English,101-1000,Product
157,2020,38.0,Male,Cologne,Software Engineer,11,Senior,55000.0,English,101-1000,Product
158,2020,27.0,Male,Munich,Frontend Developer,4,Senior,60000.0,English,51-100,Product
159,2020,33.0,Male,Berlin,Software Engineer,7,Senior,62000.0,English,1000+,Consulting / Agency
160,2020,34.0,Male,Vienna,Data Scientist,12,Senior,77500.0,English,101-1000,Consulting / Agency
161,2020,36.0,Female,Munich,Backend Developer,5,Middle,60000.0,English,101-1000,Product
